layer,rank,expert,macro_reap,reap_analects,reap_bible,reap_bofm,reap_dhamma,reap_gita,reap_quran,reap_tao,reap_upanishads
0,1,28,3.6477,4.3464,3.4251,3.6852,4.0221,3.043,3.5014,3.7328,3.4258
0,2,4,2.9759,2.3884,3.0369,2.7398,2.4606,4.3927,3.384,2.7566,2.6485
0,3,22,2.6357,2.7528,2.7065,2.8137,2.4192,2.7297,2.8432,2.0299,2.7905
0,4,10,2.5645,2.8055,2.6212,2.9395,1.9786,2.7182,2.3419,2.5874,2.5238
0,5,7,2.3488,2.1035,2.9474,3.1589,1.9617,2.1107,2.8038,1.5055,2.199
0,6,17,2.3359,2.8186,2.0482,2.3011,2.7589,2.4859,2.133,1.6078,2.5337
0,7,1,2.3118,1.9051,2.465,2.656,2.2754,2.5646,2.1627,2.1761,2.2892
0,8,5,2.3064,2.4615,2.3026,2.3641,2.0923,2.7142,2.6038,1.7469,2.1657
0,9,3,2.2281,2.2951,2.1705,2.3315,2.1236,2.3586,2.0528,2.2832,2.2093
0,10,14,2.1836,2.0427,2.7849,2.3621,2.1261,2.146,2.2226,1.6854,2.0986
0,11,31,2.1519,2.1736,2.0845,2.0,2.3844,2.3537,2.0578,1.863,2.2983
0,12,21,2.1263,2.8528,2.1943,2.3678,1.8019,2.293,1.6924,1.9026,1.9061
0,13,27,2.0966,2.0865,2.3793,2.2817,2.0356,1.8607,2.1931,1.9035,2.0326
0,14,24,2.0805,1.9936,2.0493,2.1667,1.9833,1.9152,1.874,2.1497,2.5123
0,15,20,1.9781,6.8569,1.448,1.1971,1.3849,1.595,1.2297,0.9255,1.1879
0,16,8,1.933,1.8831,2.0465,2.0901,2.001,1.9935,2.0016,1.3042,2.1441
0,17,0,1.8692,2.1754,1.8316,1.8709,1.8515,1.5033,1.7267,1.9716,2.0227
0,18,11,1.789,1.9543,1.9341,1.7529,1.7442,1.959,1.8147,1.406,1.7467
0,19,30,1.6222,2.0069,1.4151,1.64,1.6664,1.3577,1.5333,1.6779,1.68
0,20,2,1.5086,1.356,1.5147,1.6785,1.7107,1.5128,1.3208,1.6516,1.324
1,1,19,1.7832,1.7498,2.0253,2.0009,1.8933,1.8051,1.6764,1.6543,1.4603
1,2,8,1.6109,1.6382,1.6401,1.5993,1.5241,1.5567,1.6067,1.6603,1.6618
1,3,2,1.538,1.5462,1.8157,1.8155,1.3026,1.491,1.53,1.3094,1.4934
1,4,5,1.3994,1.4306,1.337,1.4696,1.2652,1.3209,1.3662,1.5554,1.4504
1,5,14,1.3323,1.3303,1.427,1.4604,1.3128,1.3057,1.5562,1.0638,1.2019
1,6,10,1.2971,1.201,1.34,1.536,1.152,1.2953,1.3681,1.1424,1.3421
1,7,29,1.2947,1.2757,1.4924,1.3638,1.3475,1.3502,1.301,1.0146,1.212
1,8,4,1.2923,1.1493,1.5203,1.5062,1.4461,1.1101,1.1578,1.2026,1.2458
1,9,18,1.2503,1.2025,1.2318,1.4267,1.3038,1.2564,1.1966,1.0327,1.3515
1,10,20,1.1888,1.3476,1.3048,1.3437,1.1415,1.263,1.2826,0.6245,1.2025
1,11,23,1.1835,1.1785,1.2366,1.2091,1.2104,1.3073,1.238,0.9026,1.1851
1,12,11,1.1491,1.1086,1.1552,1.0671,1.1528,1.2558,1.13,1.1364,1.1868
1,13,6,1.1134,1.2288,1.1492,1.1336,1.1254,1.1654,1.0458,0.9551,1.1042
1,14,16,1.0912,1.056,1.1488,1.1065,1.1863,1.1339,1.1088,0.8847,1.1043
1,15,28,1.0709,1.1305,1.1036,1.0188,1.0106,1.2302,1.0395,0.9533,1.0809
1,16,1,1.0335,1.0595,1.0949,1.0855,1.0236,1.0488,1.009,0.8963,1.0501
1,17,3,1.0063,0.9741,1.0288,0.9922,1.044,1.0875,1.0143,0.9428,0.9663
1,18,7,0.999,1.0207,0.9932,0.9484,1.0039,1.0611,1.0047,0.9511,1.0087
1,19,0,0.8844,0.8032,1.1284,1.0357,0.7296,1.0111,0.9086,0.7916,0.6671
1,20,9,nan,1.0641,1.1101,1.0766,1.0749,1.1486,nan,0.9616,1.0494
2,1,1,2.3231,2.0508,2.1622,2.3204,2.2464,2.7916,2.3071,2.3229,2.383
2,2,2,2.0875,2.1709,2.259,2.1144,1.912,2.1543,1.9975,2.1544,1.9374
2,3,26,1.7429,1.8519,1.8394,1.8918,1.7856,1.574,1.6624,1.645,1.6932
2,4,0,1.7237,1.8329,1.66,1.6098,1.783,1.8695,1.8299,1.7043,1.5004
2,5,3,1.5495,1.5513,1.5704,1.5338,1.5857,1.5749,1.4582,1.5355,1.586
2,6,4,nan,1.3114,1.3397,1.3968,1.3759,1.3286,nan,1.1641,1.2637
2,7,9,1.6436,1.7426,1.6034,1.6575,1.6753,1.795,1.6525,1.3424,1.6803
2,8,10,1.6269,1.6449,1.5911,1.6861,1.7635,1.8435,1.4434,1.3594,1.6834
2,9,25,1.558,1.7256,1.5875,1.6711,1.6037,1.4887,1.4949,1.3438,1.5486
2,10,19,1.5552,2.1302,1.5383,1.4025,1.4186,1.4935,1.5873,1.398,1.4732
2,11,18,1.4998,1.7821,1.6539,1.523,1.3541,1.5135,1.5513,1.2487,1.3721
2,12,29,1.4505,1.4303,1.4876,1.3857,1.6049,1.6795,1.4822,1.239,1.2949
2,13,12,1.4295,1.36,1.3824,2.2939,1.1196,1.9786,1.1454,0.9804,1.1761
2,14,16,1.4085,1.4167,1.4514,1.4344,1.3377,1.5752,1.3431,1.0791,1.6305
2,15,13,1.4019,1.5443,1.3863,1.3707,1.4371,1.5315,1.3601,1.2004,1.3847
2,16,11,1.3882,1.2662,1.3584,1.3979,1.3805,1.3118,1.2651,1.6985,1.4269
2,17,30,1.3764,1.1795,1.4221,1.4011,1.3651,1.6517,1.3348,1.1137,1.5433
2,18,23,1.3642,1.4379,1.4057,1.3585,1.272,1.5185,1.3016,1.2479,1.3715
2,19,31,1.3293,1.3831,1.3638,1.3525,1.3538,1.3521,1.2978,1.0511,1.4806
2,20,7,1.3291,1.2466,1.364,1.3587,1.2927,1.5128,1.3002,1.2604,1.2975
3,1,73,4.784,6.0688,4.8097,5.9488,4.7875,2.2622,4.167,4.0825,6.1455
3,2,234,4.553,4.6259,4.665,5.1193,4.1952,4.3135,4.5587,4.5499,4.3969
3,3,116,4.4185,4.6707,3.9452,4.0658,4.7284,4.8537,4.2976,4.3216,4.4645
3,4,223,4.0488,4.5326,3.7951,3.8547,3.9614,3.6955,3.7254,4.3008,4.5246
3,5,163,3.7126,3.8265,3.3869,3.5793,3.6887,3.9426,3.3812,3.4513,4.4441
3,6,145,3.6995,3.2449,3.7988,3.6502,4.077,3.922,3.7717,3.5527,3.5786
3,7,61,3.3244,3.377,2.8553,2.8647,3.456,3.6478,3.3207,3.2535,3.8198
3,8,7,3.2925,3.0998,3.304,4.063,4.1247,1.8651,3.0608,3.0752,3.7476
3,9,0,nan,1.6537,1.1639,nan,1.3689,1.3073,nan,0.9383,1.8248
3,10,1,nan,1.1675,0.4706,nan,0.2316,1.4493,nan,1.822,1.8918
3,11,2,nan,2.9036,2.3982,nan,0.8878,2.785,nan,0.5373,3.0004
3,12,3,nan,1.5149,1.8337,nan,1.804,1.938,nan,1.3483,1.701
3,13,4,nan,4.3074,3.7337,nan,4.746,4.0981,nan,4.3136,4.6492
3,14,5,nan,0.5296,0.5466,nan,0.5454,0.5828,nan,0.3951,0.5182
3,15,23,4.2657,4.7124,4.5631,4.8111,4.6856,4.1751,3.9685,3.4619,3.7477
3,16,227,3.1709,2.7681,3.9468,3.91,2.701,3.1843,3.5792,2.6224,2.6553
3,17,44,2.9563,2.9918,2.9461,3.1316,2.9413,2.8561,2.9878,3.1177,2.678
3,18,18,2.8188,2.8848,2.5976,2.556,2.6987,3.1974,3.008,2.5799,3.0279
3,19,201,2.7303,3.0055,2.5413,2.8344,2.7009,2.6519,2.6841,2.5314,2.893
3,20,54,2.6312,3.1255,2.1781,1.9308,2.5441,3.7424,2.4575,2.5905,2.4803
4,1,34,3.8799,4.2735,3.2606,3.5043,4.4043,3.2396,3.7164,4.1661,4.4749
4,2,250,3.8369,4.0797,3.2356,3.3566,4.0933,4.1478,3.8039,3.7774,4.2006
4,3,175,3.6484,3.86,3.414,3.6297,3.4191,4.2513,3.708,3.2784,3.6264
4,4,106,3.5924,3.8569,3.1998,3.614,3.3853,3.7913,3.5468,3.5348,3.8102
4,5,158,3.5887,4.481,2.8908,3.8355,3.1344,4.633,3.0001,2.9061,3.829
4,6,218,3.4429,3.5695,3.2722,3.5641,3.9634,3.4938,3.4637,2.6989,3.5177
4,7,248,3.4162,3.6107,3.0192,3.2218,3.2988,3.7294,3.5742,3.2133,3.662
4,8,198,3.3537,3.7036,3.5692,3.2026,3.8541,3.4753,3.8053,2.6728,2.5469
4,9,249,3.2136,3.3252,3.4821,3.6589,2.9541,2.9943,2.9906,3.0751,3.2281
4,10,69,2.9895,3.3162,2.46,3.0113,2.7902,3.5327,3.0733,2.5536,3.179
4,11,127,2.7923,2.8948,2.4975,2.6995,2.4448,3.3334,2.8034,2.6783,2.9864
4,12,237,2.6046,2.4518,2.507,2.6186,2.9507,2.7832,2.4986,2.3667,2.6602
4,13,156,2.4765,2.4814,2.155,2.787,2.7639,2.3667,2.4912,2.0887,2.6784
4,14,68,2.4648,2.5744,2.3243,2.7833,2.473,2.261,2.6268,2.2966,2.3792
4,15,235,2.3722,2.5535,1.9518,2.3512,2.5229,2.4113,2.2473,2.4716,2.4677
4,16,201,2.371,3.6498,2.6324,3.3151,1.7154,2.5244,2.9292,0.3309,1.8709
4,17,120,2.3147,2.4949,2.2055,2.408,2.2579,2.1948,2.6804,2.1302,2.1458
4,18,220,2.3094,2.4734,2.2153,2.467,2.2091,2.0389,2.268,2.1527,2.6507
4,19,174,2.1951,2.3932,1.7941,2.1605,2.1657,2.5461,2.2217,2.1852,2.094
4,20,80,2.0932,1.3566,2.2107,1.6867,1.6603,4.0237,2.2545,1.931,1.6219
5,1,35,7.6167,4.5561,7.9672,3.2808,6.3758,3.5233,6.917,25.5242,2.7888
5,2,108,4.2792,4.5891,5.5462,4.4858,4.8963,1.8205,3.8299,4.1656,4.9003
5,3,230,4.0759,5.838,4.1894,5.1533,4.5578,1.3802,3.8862,3.0516,4.5506
5,4,107,3.525,3.7714,3.2408,3.6547,3.6806,2.9765,3.3127,3.2669,4.296
5,5,114,3.131,3.6675,3.0132,3.2979,3.359,2.4305,2.8091,2.9539,3.5168
5,6,179,3.0842,3.2212,3.2394,3.6807,3.1021,2.4378,3.0625,2.7338,3.1958
5,7,90,2.8588,1.9089,3.1698,2.7302,2.572,4.5328,3.1041,2.6244,2.2284
5,8,175,2.8568,2.4095,3.1364,2.9365,2.5047,2.6117,3.1554,2.9094,3.191
5,9,246,2.7959,2.8715,2.5204,2.768,3.0866,2.4582,2.529,2.999,3.1343
5,10,242,2.7722,2.9365,2.6159,2.9239,2.944,2.3881,2.627,2.45,3.2924
5,11,150,2.7414,2.9609,2.832,3.0501,2.75,2.506,2.6856,2.3766,2.7698
5,12,40,2.74,2.8756,2.5358,2.972,3.0069,2.3303,2.4582,2.6991,3.0421
5,13,180,2.6772,3.0531,2.4293,2.8802,2.8284,2.3759,2.5739,2.2138,3.0632
5,14,159,2.6454,3.1001,2.3866,3.0868,2.5401,2.2673,2.4314,2.2531,3.098
5,15,216,2.614,2.8178,2.5902,2.6356,2.6137,2.5062,2.6567,2.4008,2.691
5,16,155,2.6066,2.7763,2.5585,2.7933,2.9276,2.2823,2.3027,2.3119,2.9003
5,17,254,2.5127,2.7003,2.7004,2.9689,2.5613,1.987,2.4027,1.9898,2.7915
5,18,191,2.4642,2.7125,2.3422,2.6151,2.5845,2.1894,2.1984,2.3757,2.6961
5,19,111,2.4171,2.1798,2.5748,3.015,2.5378,2.2454,2.3652,2.0029,2.4161
5,20,94,2.385,2.6159,2.3246,2.515,2.4036,2.0545,2.2445,2.3983,2.5234
6,1,56,18.804,6.1129,10.0778,5.7881,10.693,56.2481,23.429,32.6829,5.4004
6,2,129,5.15,5.1187,4.8677,5.8521,5.1444,5.0487,5.1756,4.7966,5.1963
6,3,144,4.2697,3.9706,4.4243,5.0924,3.9798,4.3032,4.2362,4.0152,4.1358
6,4,246,4.2128,2.0588,4.9459,5.5667,4.6182,4.9314,3.7315,2.8136,5.0364
6,5,147,4.1858,3.8051,4.2127,4.5078,4.4653,4.1464,3.7441,3.9758,4.6288
6,6,170,4.0014,4.0652,4.0386,4.2817,3.8655,3.8494,3.7617,3.7774,4.3713
6,7,226,3.7963,4.1756,3.5376,3.4537,4.4654,4.8581,4.1551,2.298,3.4268
6,8,192,3.789,3.3704,3.8883,3.8999,3.9693,4.477,3.732,3.0762,3.8986
6,9,91,3.7802,3.5286,3.9945,4.1465,3.5356,3.8659,3.9258,3.4938,3.7506
6,10,207,3.6531,3.1559,3.9221,4.7803,3.582,3.1152,3.627,3.1457,3.8965
6,11,194,3.5838,3.3324,3.2791,3.6228,4.9647,3.0816,3.2071,3.1494,4.0331
6,12,239,3.5382,3.355,3.17,3.6059,3.9041,3.4269,3.4441,3.3153,4.0842
6,13,196,3.4567,3.044,3.7848,4.6053,3.0602,2.9189,3.489,3.2719,3.4791
6,14,206,3.4512,3.8441,3.6201,4.2886,3.4177,2.2399,3.2763,2.4081,4.5144
6,15,242,3.3024,3.2224,3.0726,3.5388,3.8894,3.2571,3.0791,3.0819,3.2783
6,16,130,3.2211,2.9868,3.5438,3.1676,3.7153,3.2098,3.103,2.4797,3.5626
6,17,254,3.1346,3.1948,2.9114,3.4866,3.5809,2.7034,3.0864,2.4988,3.6143
6,18,164,3.1022,2.5876,3.2379,3.3122,3.3945,3.0209,3.057,2.8465,3.361
6,19,250,3.0372,3.0394,3.4735,4.0011,1.9669,3.5201,3.3412,1.5396,3.4158
6,20,205,2.9713,2.2971,3.4807,3.5445,3.3143,2.8437,2.7348,2.5031,3.0525
7,1,248,4.9306,5.0643,5.025,5.6089,4.5767,4.8361,5.1013,4.1011,5.1312
7,2,61,4.6489,4.8712,4.5275,4.6638,4.4545,4.2768,4.6445,4.6622,5.0911
7,3,226,4.6454,5.0444,4.312,5.3375,4.9874,3.7301,4.2142,4.5142,5.0232
7,4,182,4.4701,4.1582,4.6867,4.7458,4.8776,4.2676,4.5806,4.0802,4.3643
7,5,168,4.3799,4.0679,4.5966,4.9615,4.2717,4.5329,4.6623,3.564,4.3824
7,6,32,4.3312,4.5072,3.9653,4.6439,4.3618,4.4126,4.4013,3.9519,4.4054
7,7,229,4.1797,5.4414,5.1677,4.7244,3.6012,3.0831,3.7518,2.8251,4.8429
7,8,73,3.9831,4.327,3.6967,3.9763,4.2736,3.898,3.7285,3.6574,4.3072
7,9,139,3.9248,3.817,4.2327,4.3117,3.6024,3.7399,3.9975,3.6884,4.0087
7,10,103,3.7533,3.9306,3.7625,4.201,3.7972,3.207,4.1932,3.0052,3.9299
7,11,201,3.7364,3.873,3.9021,4.279,3.6241,3.3806,3.6737,3.4058,3.7526
7,12,185,3.7055,3.745,3.6195,4.8233,3.2507,2.948,3.5399,3.3707,4.3469
7,13,43,3.6293,3.9727,3.4242,3.8512,3.4052,4.0425,3.3098,3.0295,3.9996
7,14,33,3.572,3.7336,3.631,4.1031,4.0108,3.451,3.0575,2.6604,3.9287
7,15,211,3.4848,3.3477,3.7829,3.8837,3.2356,3.2323,3.9402,3.0692,3.3871
7,16,245,3.4714,3.7824,3.657,4.5119,3.2153,3.5663,4.0732,1.5041,3.4614
7,17,122,3.4488,3.3551,3.7109,3.1617,4.5067,1.6638,3.816,4.0449,3.3311
7,18,54,3.4463,3.4414,3.7686,3.8582,3.227,3.3831,3.5739,2.9895,3.3285
7,19,110,3.4382,5.4167,3.2696,3.7844,2.1544,3.4942,3.9618,1.7847,3.6399
7,20,96,3.4243,3.2685,3.5376,3.9121,3.4053,3.4834,3.5573,3.1497,3.0807
8,1,202,5.519,5.5115,5.6335,4.2804,6.509,5.9756,4.6409,5.1148,6.4865
8,2,103,4.9847,4.626,4.9636,4.4727,5.7614,5.1454,4.5295,4.3872,5.9921
8,3,34,3.8997,3.4877,3.8708,3.3254,5.457,3.8485,3.2494,3.2595,4.699
8,4,49,3.8735,4.5157,3.8358,4.9187,4.3566,1.3888,3.8248,2.8031,5.3441
8,5,42,3.8207,3.5853,3.7576,3.3117,4.2227,4.0481,3.6146,3.055,4.971
8,6,56,3.4288,3.3626,3.6497,2.9751,3.2303,4.0656,3.3396,3.1795,3.628
8,7,35,3.3549,3.0692,3.3834,2.5851,4.3044,3.2895,2.9887,3.2867,3.9319
8,8,46,3.2689,3.3799,2.9828,2.7914,3.8643,3.9667,2.5665,2.345,4.255
8,9,32,2.3999,2.4126,2.7987,2.2907,2.2888,2.7815,2.0942,1.8649,2.6675
8,10,63,2.2233,2.523,2.351,2.1093,2.481,2.5647,1.7519,1.9469,2.0586
8,11,51,2.0993,2.4928,2.0088,2.4451,1.7455,3.6592,1.8815,0.7402,1.821
8,12,39,1.7502,1.5657,1.7854,1.4664,2.004,1.995,1.5901,1.6531,1.942
8,13,8,1.7478,1.5243,2.4164,1.3245,1.9152,1.5798,1.7102,1.3418,2.1702
8,14,0,nan,0.869,1.1255,nan,0.968,1.2944,nan,0.1316,1.1202
8,15,1,nan,3.0836,3.4674,nan,3.9758,3.3457,nan,3.0854,4.1889
8,16,2,nan,2.9992,2.9415,nan,3.0601,2.8542,nan,2.2561,3.3764
8,17,3,nan,0.0484,1.3063,nan,1.5801,1.567,nan,0.3091,1.9571
8,18,4,nan,1.1608,1.1022,nan,0.329,0.2456,nan,0.2766,0.8136
8,19,5,nan,1.2372,0.8213,nan,0.0418,0.6324,nan,0.6619,0.8815
8,20,20,16.4988,14.5907,7.1777,2.7684,32.0075,10.6307,22.6086,39.0451,3.1615
9,1,72,95.8303,53.6685,191.8502,6.0584,183.0119,84.2739,73.1148,169.5659,5.0987
9,2,196,4.614,5.4512,5.3971,4.8896,4.4425,3.2153,4.0732,4.1605,5.2825
9,3,58,2.969,2.7681,2.5912,2.762,3.2421,3.2352,2.9765,2.8356,3.3417
9,4,57,2.5427,2.817,3.2206,2.6591,2.2477,2.0917,2.9083,1.9815,2.4155
9,5,36,2.3259,2.4204,2.0339,2.1744,2.8638,2.3465,2.3544,2.1086,2.3054
9,6,9,2.2254,2.4528,1.8488,2.3475,2.3379,2.2651,2.5699,1.4739,2.5069
9,7,52,2.1593,1.9574,1.7592,1.9686,2.3991,2.3695,2.3112,2.0799,2.4294
9,8,53,2.0608,1.9174,1.6549,1.8125,2.2324,2.5423,2.0706,2.011,2.2449
9,9,49,1.9454,2.1464,1.4954,1.6462,1.8171,2.2624,2.0908,1.4382,2.6665
9,10,50,1.7103,1.759,1.6724,1.7458,1.7872,1.8582,1.8407,1.1082,1.911
9,11,48,1.7033,2.1886,1.2339,1.758,1.4693,1.7469,1.6349,1.3045,2.29
9,12,46,1.6392,1.8979,1.1462,1.1009,3.5136,1.7235,2.0497,0.0544,1.6276
9,13,62,1.5981,2.6971,0.8097,1.0911,1.4749,2.1379,2.0159,0.2018,2.3561
9,14,61,1.407,1.566,1.4684,1.6752,1.4229,1.3046,1.5605,0.6581,1.6002
9,15,42,1.3829,1.3273,1.1154,1.4461,1.828,1.5727,1.2196,0.8049,1.7489
9,16,55,1.3682,1.4498,1.1,1.1656,1.5092,2.0185,1.3793,0.5778,1.7456
9,17,44,1.0867,1.5663,0.895,1.1855,1.1947,1.0442,0.9595,0.7348,1.1134
9,18,8,0.9425,1.2834,0.3477,1.1803,1.0575,0.8293,0.6114,0.7533,1.4771
9,19,33,0.8595,1.093,0.3342,1.0543,0.8549,0.5479,0.8213,0.9427,1.2274
9,20,34,0.7988,0.6839,0.8437,1.0546,0.8853,0.729,0.9633,0.4181,0.8125
10,1,8,7.2788,4.1948,5.255,3.0371,11.4038,6.6163,6.3092,17.4775,3.9365
10,2,246,3.438,3.515,3.5293,4.3071,2.905,3.2505,3.593,3.0586,3.3458
10,3,135,3.0845,3.4018,2.7896,3.7342,2.9543,2.7794,2.8932,2.6684,3.4553
10,4,215,2.947,3.0516,2.8813,2.8614,3.2419,2.1016,3.2061,3.0935,3.1382
10,5,138,2.9229,2.8755,3.1677,3.8527,2.6483,2.5924,2.9661,2.3645,2.916
10,6,217,2.7355,2.8822,2.6223,3.0232,2.7878,2.5305,2.6183,2.4257,2.9943
10,7,142,2.524,2.3474,2.564,3.0316,2.3876,2.3292,2.3599,2.294,2.8786
10,8,73,2.4143,2.0208,3.1807,2.2962,2.158,2.0721,2.3837,2.6086,2.5945
10,9,68,2.3615,2.6405,2.1436,2.8919,1.6962,2.0988,2.2142,2.3853,2.8213
10,10,94,2.351,2.202,2.5076,2.5089,2.2628,2.2949,2.291,2.0607,2.6804
10,11,147,2.298,2.2823,2.6194,2.7775,1.9981,1.9482,2.11,2.0352,2.6133
10,12,164,2.2894,2.3925,2.6302,2.5719,2.1853,1.9492,2.3468,1.9869,2.2524
10,13,252,2.287,2.8206,2.2557,2.306,2.1249,1.8589,1.9868,2.5463,2.3968
10,14,152,2.2848,2.6636,2.2752,2.6864,2.2572,1.9288,2.2825,1.9589,2.2256
10,15,42,2.2785,2.3032,2.5262,2.7315,2.0082,2.1598,2.5301,1.7307,2.2384
10,16,133,2.2765,2.6468,2.2772,2.3007,2.2752,1.922,1.8234,2.485,2.4818
10,17,210,2.2526,2.4838,2.0416,2.371,2.1574,1.9889,2.0648,2.6057,2.3072
10,18,90,2.2255,2.7337,2.6396,2.2292,1.9345,1.6886,2.1646,2.1276,2.286
10,19,132,2.2004,2.1205,3.0752,3.6771,1.64,1.6089,2.0805,1.6901,1.7114
10,20,41,2.1959,2.3703,2.3426,2.5046,2.0533,2.0065,2.1284,1.8379,2.324
11,1,161,5.5729,2.6987,3.0837,1.2528,6.3209,3.2377,7.7853,18.9348,1.2693
11,2,86,2.3981,0.9645,0.9203,1.0024,5.2642,4.8228,0.983,1.1306,4.0969
11,3,72,2.3943,2.6315,3.0917,3.18,2.1623,2.0396,2.4723,1.6073,1.9697
11,4,110,2.3548,2.0611,1.7229,2.3413,2.6733,2.2276,2.9461,2.1204,2.7454
11,5,96,2.3527,2.2123,3.1068,2.9587,2.0707,2.158,2.3753,1.7919,2.1484
11,6,79,2.3481,2.6409,2.2532,3.0886,2.0683,2.2431,2.0842,1.8928,2.5135
11,7,60,2.3454,2.4157,3.1656,3.3198,1.8534,1.9519,2.4345,1.4902,2.1325
11,8,43,2.2976,2.2337,2.0919,3.1418,2.3014,2.5465,2.4494,1.4647,2.1512
11,9,99,2.1047,1.953,2.6372,2.5069,2.0384,1.9386,2.1962,1.5666,2.0004
11,10,65,2.0483,2.8225,2.8596,3.0184,1.5954,1.6668,2.1032,0.6615,1.6592
11,11,70,2.0472,2.0218,2.2563,2.266,1.6868,2.2378,2.0493,1.5414,2.3185
11,12,59,2.0149,2.0254,2.3405,2.5987,1.7357,1.7503,2.0682,1.6255,1.975
11,13,53,2.0067,2.0214,2.2886,2.2884,1.9962,1.7773,2.0393,1.6801,1.9627
11,14,45,1.971,2.009,2.5294,2.4388,1.7143,1.8233,2.0844,1.2665,1.9024
11,15,87,1.9455,1.9901,2.6297,2.7433,1.536,1.6419,2.1027,1.1656,1.7544
11,16,76,1.9146,2.1118,2.5115,2.5952,1.7545,1.5895,1.9418,1.1388,1.674
11,17,126,1.9117,1.8008,2.4358,2.6264,1.7596,1.6884,2.0707,1.3687,1.5434
11,18,75,1.7987,2.0797,2.1404,2.6048,1.5043,1.4221,1.7786,0.8503,2.0096
11,19,62,1.7578,1.7168,2.4125,2.2983,1.7266,1.4336,1.885,1.1438,1.4456
11,20,93,1.6403,2.1803,1.6422,2.2144,1.6476,1.3817,1.2982,0.5367,2.2212
12,1,80,51.8551,35.6878,62.3239,3.7874,86.4968,30.9155,35.5035,143.3029,16.8235
12,2,62,3.4582,3.8006,3.4435,3.5353,4.2795,3.4045,2.6547,3.3557,3.1919
12,3,194,2.7772,2.8832,2.3682,3.0697,2.8497,3.2682,2.1907,2.2148,3.3735
12,4,85,2.455,2.7416,2.1713,2.8943,2.5494,2.8813,1.8112,1.9685,2.622
12,5,110,2.4376,3.16,2.1919,2.8263,2.3319,2.5113,2.0579,1.6686,2.7529
12,6,81,2.4328,2.8769,2.0203,2.8461,2.4466,2.4529,1.8511,1.8606,3.108
12,7,95,2.4128,2.7565,2.1532,2.56,2.3476,2.3782,1.9978,2.4098,2.6994
12,8,102,2.3628,1.4437,5.2702,4.1835,1.5571,1.5553,1.6177,1.5419,1.7329
12,9,116,2.296,3.0399,2.2859,2.6678,2.2117,2.2673,1.7807,1.4387,2.6758
12,10,125,2.2322,2.2608,2.3592,2.5842,2.137,2.4438,1.8526,1.899,2.3213
12,11,101,1.9446,2.3805,1.9242,2.8419,1.7847,2.1601,1.4675,0.2688,2.7289
12,12,92,1.8617,1.8397,1.75,1.9518,2.0375,2.0121,1.4892,1.6787,2.1345
12,13,123,1.8553,1.9549,1.4706,2.149,1.8772,1.7412,1.4469,1.6602,2.5422
12,14,91,1.8223,1.9397,1.6288,1.9923,1.8917,1.8558,1.5212,1.5902,2.1584
12,15,65,1.7824,2.1709,1.6032,2.0101,1.6944,1.6406,1.4037,1.8348,1.9018
12,16,106,1.5758,2.2012,1.4874,2.1206,1.396,1.5613,1.227,0.6193,1.9934
12,17,107,1.5494,1.7875,1.429,2.2527,1.5038,1.6036,0.9857,0.6308,2.2017
12,18,109,1.4745,1.7045,0.7007,1.6731,1.2994,1.7555,1.4037,0.7754,2.4834
12,19,104,1.4692,2.006,1.1788,2.5928,1.188,1.6108,0.7656,0.2576,2.1541
12,20,103,1.4645,1.6124,2.27,1.5736,1.7909,1.0958,1.2363,0.7978,1.3388
13,1,129,53.3642,26.7472,81.8856,13.4558,58.6676,80.9599,66.5991,74.7585,23.8403
13,2,91,2.3971,2.6984,2.9051,2.7873,1.753,2.3612,2.1873,1.8084,2.6765
13,3,114,2.18,2.2991,1.7995,2.5375,2.5316,1.8639,1.5053,2.1545,2.7482
13,4,125,2.1661,1.9942,2.7121,2.4242,1.8367,1.8236,2.0773,2.1026,2.3583
13,5,33,2.0627,2.1807,1.8805,2.8494,1.9915,1.7935,1.7238,1.1575,2.9246
13,6,79,1.9254,2.0664,1.5921,2.2776,2.0975,1.7662,1.4764,1.4881,2.6391
13,7,95,1.8866,1.8212,2.0529,2.616,1.8633,1.7758,1.702,1.1634,2.0985
13,8,10,1.8762,1.7517,2.2394,2.8801,2.0374,1.743,1.801,0.5341,2.0229
13,9,64,1.8339,1.5058,2.0495,2.6366,1.6622,1.7398,1.6397,1.2974,2.1401
13,10,112,1.8222,0.8738,0.8406,0.66,1.8687,4.8961,0.7761,0.9267,3.7356
13,11,115,1.7878,1.5804,1.9194,2.196,2.058,1.6992,1.5313,1.4132,1.905
13,12,97,1.7743,1.6877,1.6362,2.0739,2.0296,1.8146,1.3653,1.5099,2.077
13,13,126,1.7734,1.8417,1.162,1.9536,1.6407,2.7046,1.7768,0.2839,2.8236
13,14,72,1.6486,1.8502,1.6008,1.684,1.6425,1.5732,1.7871,1.3476,1.7035
13,15,94,1.6154,1.4142,1.4863,2.0774,1.7322,1.4878,1.4759,1.328,1.9214
13,16,83,1.6007,1.6485,0.472,1.8285,1.8685,1.5792,1.5957,1.4068,2.4065
13,17,66,1.522,1.7924,0.8834,2.0016,2.0996,1.3117,0.9037,0.9671,2.2167
13,18,123,1.4626,1.4018,1.4911,1.9663,1.6898,1.2336,1.2157,1.1855,1.5173
13,19,88,1.4472,1.755,1.5288,2.4599,1.0019,1.5431,1.3438,0.2357,1.7093
