text,metric,expert_id,value,freq
analects,gate,163,15.06568528999998,66676.0
analects,gate,78,13.901866160000012,96229.0
analects,gate,246,13.36194884,97378.0
analects,gate,207,12.286921149999992,81003.0
analects,gate,213,11.656387640000009,101831.0
analects,gate,36,10.892567569999992,67387.0
analects,gate,31,10.108820979999999,59082.0
analects,gate,98,9.866820980000007,113817.0
analects,gate,135,9.691363170000006,66790.0
analects,gate,249,9.670619079999993,102209.0
analects,gate,115,9.632418789999988,65558.0
analects,gate,247,8.776214159999999,64898.0
analects,gate,245,8.147912199999993,80510.0
analects,gate,181,8.122619119999985,60236.0
analects,gate,148,8.110419389999993,73342.0
analects,gate,204,7.754984219999998,74239.0
analects,gate,87,7.306265850000004,60336.0
analects,gate,228,7.027466400000008,90641.0
analects,gate,118,6.974872499999995,62457.0
analects,gate,65,6.594710119999999,108988.0
analects,gate,80,6.431077429999994,73273.0
analects,gate,151,6.2505405099999995,58519.0
analects,gate,190,5.944420659999996,58004.0
analects,gate,83,5.443534800000005,70717.0
analects,gate,92,5.432490709999994,104688.0
analects,gate,254,5.285868409999994,57421.0
analects,gate,131,5.229693600000001,60710.0
upanishads,reap,14,309.68123420508215,13410.0
upanishads,reap,105,22.035938039266206,18534.0
upanishads,reap,43,15.042313100187329,30587.0
upanishads,reap,41,14.713382356293504,12729.0
upanishads,reap,46,10.92899496192376,14664.0
upanishads,reap,118,10.49052595577068,24699.0
upanishads,reap,79,10.299142441999058,10620.0
upanishads,reap,108,9.738070726826413,16067.0
upanishads,reap,169,9.293222576438287,33745.0
upanishads,reap,132,9.281379508287941,28124.0
upanishads,reap,211,8.86748893205556,40242.0
upanishads,reap,152,8.733012472809317,14338.0
upanishads,reap,140,8.717050386558679,35652.0
upanishads,reap,182,8.547768701099159,36919.0
